機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
NN-ST685,F61785U30XN,51420-0090,門開關C,50,780,90,E.30
NE-T30H,ANE6142-1450,51420-0100,門開關B(F1425-0150代),90,820,150,E.30
NN-ST557,F30205Q00AP,51420-0110,門開關座,90,820,150,E.30
NE-V27,F393C5Q02AP,51420-0120,門開關組,300,1030,350,E.30
NE-V32,F393C5Y03AP,51420-0130,門開關組,300,1030,350,E.30
NN-S675,F30206K50AP,51420-0140,門掛勾組,90,820,150,E.30
NN-S675,F31366K50AP,51420-0150,掛勾A,20,750,40,E.30
NN-S675,F31376K50AP,51420-0160,掛勾B,20,750,40,E.30
NN-S675,F31386K50AP,51420-0170,掛勾C,20,750,40,E.30
NE-P20,04E0383-600,51424-0020,短路開關,30,760,50,E.30
NE-305A,04E3901-050,51425-0040,薄膜開關,150,880,250,E.30
NE-35M,04E3901-060,51425-0050,薄膜開關,150,880,250,E.30
NE-P30H,04E3901-090,51425-0070,薄膜開關,120,850,200,E.30
NE-S30M,04E3901-120,51425-0100,薄膜開關0050代,120,850,200,E.30
NE-36M,04E3901-140,51425-0110,薄膜開關0050代,120,850,200,E.30
NE-306MT,04E3901-130,51425-0130,薄膜開關,150,880,250,E.30
NE-C30A,04E3901-170,51425-0150,薄膜開關0050代,120,850,200,E.30
NE-H30B,04E3901-240,51425-0170,薄膜開關,150,880,250,E.30
NE-CH30B,04E3902-140,51425-0180,薄膜開關,200,930,250,E.30
NE-R30B,04E3902-160,51425-0210,薄膜開關0230代,200,930,300,E.30
NE-A30B,04E3901-220,51425-0220,薄膜開關,150,880,250,E.30
NE-MT30B,04E3902-180,51425-0230,薄膜開關(0410代),200,930,300,E.30
NE-V27H,F630Y6W20HWT,51425-0300,薄膜開關,250,980,350,E.30
NE-V32,F630Y5Y30BWT,51425-0310,薄膜開關,200,930,300,E.30
NE-R30A,04E3902-170,51425-0320,薄膜開關0330代,120,850,200,E.30
NE-R30A-K,04E3902-190,51425-0330,薄膜開關,200,930,300,E.30
NE-V27,F630Y6W40BWT,51425-0340,薄膜開關黑,250,980,350,E.30
NE-V27,F630Y6W40HWT,51425-0350,薄膜開關白,250,980,350,E.30
NE-V32,F630Y5Y30HWT,51425-0360,薄膜開關(W),200,930,300,E.30
NE-V32E-L,F630Y6K50SWT,51425-0370,薄膜開關,200,930,300,E.30
NE-M30B,04E3902-130,51425-0380,薄膜開關(10種行程),200,930,300,E.30
NE-1051TC,04B63833930AP,51425-0390,薄膜開關(後),50,780,90,E.30
NE-1051TC,04B83373931GAP,51425-0400,薄膜開關(前),90,820,150,E.30
NE-R30B,E3902-181,51425-0410,薄膜開關(10種行程),300,1030,350,E.30
NE-T30H,04E0615-610,51429-0020,溫度開關圓形180度,50,780,90,E.30
NE-T30H,04E0262-610,51429-0050,溫度開關120度,30,760,60,E.30
NN-ST557,F61455G60XN,51429-0060,溫度開關,90,820,150,E.30
NN-ST677,F61455L00CP,51429-0070,溫度開關,50,780,90,E.30
NE-T30H,04E0611-621,51430-0020,磁控管2M210-M1C,800,1530,1000,E.30
NN-J993,2M261-M32G,51430-0060,磁控管(改51430-0070),1100,1830,1300,E.30
NN-ST677,2M261-M32JY,51430-0070,磁控管,1100,1830,1300,E.30
NE-1051TC,2M244-M1G1,51430-0080,磁控管2M244-M1G,1000,1730,1200,E.30
NE-1056TC-T,2M244-M1J1P,51430-0100,磁控管,1500,2230,1800,E.30
NE-T30H,03E4000-070,51431-0060,繼電器,30,760,50,E.30
NE-R30B,03G5G-1A-ER12,51431-0070,繼電器,90,820,150,E.30
NE-R30B,AEG5J1EM12B,51431-0080,繼電器,150,880,250,E.30
NE-182D,E0932-010,51433-0010,計時器　　　　　　　　　　　　,300,1030,400,E.30
NE-P20,04E0932-600,51433-0030,計時器,300,1030,400,E.30
NE-S12,F6001-5U32B,51433-0040,計時器,300,1030,400,E.30
NE-S300,F6001-5G10B,51433-0050,計時器,350,1080,450,E.30
NE-T30H,04E4062-150,51450-0230,濾波I C 板,90,820,150,E.30
NE-V32,J692Y4T02CP,51450-0250,濾波基板,600,1330,750,E.30
NE-V27H,F603L5R50CP,51450-0260,控制基板,650,1380,750,E.30
NE-V32,F603L5Y30CP,51450-0270,控制基板,500,1230,650,E.30
NN-S565,F603L5Q00WT,51450-0280,控制基板,650,1380,750,E.30
NN-S675,J692Y4T00CPR,51450-0290,電源濾波P板,600,1330,750,E.30
NN-S675,F603L6K50CP,51450-0300,P.C板,600,1330,750,E.30
NE-1051TC,04T603L3140AP,51450-0310,P.C板J450*0030,900,1630,1100,E.30
NE-1056TC-T,04T603L6P10AP,51450-0320,PCB,400,1130,500,E.30
NE-66M,04E0834-610,51451-0010,PCB固定座,30,760,50,E.30
NE-V32A,F66174T00AP,51451-0220,螢幕固定座,30,760,50,E.30
NN-ST677,F65856K50AP,51451-0230,高壓P板座,120,850,200,E.30
NE-1056TC-T,A80343700AP,51451-0240,薄膜開關座(塑膠),400,1130,500,E.30
NN-S675,F900C4T00AP,51460-0080,電源線E0931-681,300,1030,400,E.30
NE-,04E0912-660,51461-0040,導線,30,760,60,E.30
NN-ST677,F9164-6S10,51461-0050,接地線,50,780,90,E.30
NE-R30A,04E0811-610,51465-0100,電源控制板白　　　　　　　　　,50,780,90,E.30
NE-305M,04E0811-610B,51465-0110,電源控制板,50,780,90,E.30
NE-P30H,04E0910-610,51465-0130,電源控制板　　　　　　　　　　,50,780,90,E.30
NE-R30B,04E0811-660,51465-0160,電源控制板,50,780,90,E.30
NE-S12,F80345U30HWT,51465-0180,電源控制板,150,880,200,E.30
NE-V32,F80345L01HAP,51465-0210,電源控制板(W),150,880,200,E.30
NE-S12,F890L5U30HWT,51465-0230,操作板付計時器,500,1230,650,E.30
NE-V32,F890L5Y30BWT,51465-0240,控制面板組B,400,1130,500,E.30
NE-V32,F890L5Y30HWT,51465-0250,控制面板組W,400,1130,500,E.30
NE-V27,F890L5Q00HWT,51465-0270,控制面板組W,600,1330,750,E.30
NE-V27H,F890L5R00HWT,51465-0280,控制面板組,600,1330,750,E.30
NN-S675,F80346K50SAP,51465-0290,操作板框,150,880,250,E.30
NE-1056TC-T,A800N3700AP,51465-0300,操作板框(不鏽鋼),600,1330,750,E.30
NE-R30B,04E0425-600,51511-0010,外罩　　　　　　　　　　　　　,30,760,50,E.30
NE-R30A,04E0812-610,51601-0030,門按鈕(白),20,750,40,E.30
NE-R30A-K,04E0812-610B,51601-0040,門按鈕(黑),20,750,40,E.30
NE-V27H,F80725Q00HAP,51601-0060,門按鈕,50,780,90,E.30
NE-P20,04E0821-600,51602-0040,功能切換旋鈕,20,750,40,E.30
NE-S12,F8020-5U30R,51602-0050,計時旋鈕A,20,750,40,E.30
NE-S12,F8020-5V00R,51602-0060,計時旋鈕B,20,750,40,E.30
NE-R30A,04E0414-601,51610-0030,扇葉　　　　　　　　　　　　　,20,750,40,E.30
NE-1056TC-T,04A4008-1480,51610-0040,扇葉,30,760,50,E.30
NE-V32,F40084T10AP,51610-0050,扇葉(改F1610-0020),50,780,90,E.30
NN-S675,F40084T01AP,51610-0060,扇葉,50,780,90,E.30
NE-T30H,04E0232-610,51620-0030,軸心,20,750,40,E.30
NN-ST677,F21315Y00AP,51620-0050,轉軸,50,780,90,E.30
NN-C781JF,F41325850AP,51620-0060,轉軸B,50,780,90,E.30
NN-C781JF,A400S5850AP,51620-0070,風扇軸,300,1030,400,E.30
NE-T30H,04E0815-610,51621-0030,門啟支架,20,750,40,E.30
NE-,04E0420-020,51622-0040,導風板,50,780,90,E.30
NN-ST557,F40255Q00AP,51622-0060,導風板,50,780,90,E.30
NE-R30A,04E0343-600,51630-0020,門彈簧　　　　　　　　　　　　,20,750,40,E.30
NN-ST685,F30215G10XN,51630-0030,門彈簧,50,780,90,E.30
NN-ST685,F80375K00AP,51630-0040,按押彈簧,50,780,90,E.30
NN-S675,F3097-5L00,51630-0050,門彈簧,20,750,40,E.30
NN-S675,F66175L01AP,51630-0060,表示管蓋,30,760,50,E.30
NE-183M,E0392-010,51640-0010,迴轉環固定輪　　　　　　　　　,30,760,50,E.30
NE-T30H,04E0242-610,51640-0030,迴轉環轉輪,30,760,50,E.30
NE-1056TC-T,04B20194211AQ,51640-0040,天線墊片,50,780,90,E.30
NN-C781JF,A40604X80MN,51653-0010,皮帶,200,930,300,E.30
NE-T30H,04E0241-600,51660-0020,迴轉環,50,780,90,E.30
NE-P20,04E0240-620,51660-0030,迴轉環　　　　　　　　　　　　,50,780,90,E.30
NE-1056TC-T,04B202K5001AP,51660-0050,微波天線51660-0090,50,780,90,E.30
NE-V32A,F290D5R00AP,51660-0060,迴轉環,150,880,250,E.30
NN-ST557,F290D5Q00AP,51660-0070,迴轉環,150,880,250,E.30
NN-ST677,F290D9330AP,51660-0080,迴轉環,120,850,200,E.30
NE-1056TC-T,F203P3700BP,51660-0090,微波天線,200,930,300,E.30
NE-1056TC-T,04E0230-600,51670-0010,卯釘,20,750,40,E.30
NE-1051TC,A010T3700BP,51680-0020,陶瓷板,1000,1730,1200,E.30
NE-1037,A010T5690AQ,51680-0030,陶瓷板,1500,2230,1800,E.30
NE-1056TC-T,04T201A6P21CP,51700-0060,烤箱,1100,2260,1300,H.60
NE-V27H,F200A5R00AP,51700-0090,烤箱,600,1760,750,H.60
NE-V27,F200A5Q00AP,51700-0100,烤箱,600,1760,750,H.60
NN-ST677,F200A6K50SWT,51700-0120,烤箱,600,1760,750,H.60
NE-1056TC-T,T201A6P20AP,51700-0130,烤箱,1100,2260,1300,H.60
NE-P20,04E0300-610,51702-0050,完成門,400,1130,500,E.30
NE-S12,F30015U30HXN,51702-0080,門A,250,980,350,E.30
NE-V27H,F30015Q00HBP,51702-0090,門A(W),250,980,350,E.30
NE-V32,F30015Y30BQP,51702-0110,門A(B),350,1080,450,E.30
NE-V32,F390L5Y30BQP,51702-0130,門組黑,900,1630,1000,E.30
NN-S675,F30016V70SHP,51702-0170,門A,350,1080,450,E.30
NE-30AM,04E0351-600,51703-0010,門Ｂ　　　　　　　　　　　　　,150,880,250,E.30
NE-R30A-K,04E0351-610B,51703-0040,門Ｂ（黑色）　　　　　　　　　,90,820,150,E.30
NE-R30A,04E0352-700,51703-0120,壓克力板(白)PANASONIC,90,820,150,E.30
NE-R30A-K,04E0352-610,51703-0130,壓克力板黑色,90,820,150,E.30
NE-P30H,04E0351-610G,51703-0170,門Ｂ,90,820,150,E.30
NE-MT30B,04E0351-650,51703-0210,門B附壓克力板(凹型),150,880,250,E.30
NE-S12,F302K5G10XN,51703-0260,中鐵門,400,1130,500,E.30
NE-S12,F31465U30XN,51703-0270,門遮幕B,200,930,300,E.30
NE-V27H,F31465Q00BAP,51703-0280,門遮幕B,300,1030,400,E.30
NN-ST557,F302K5Q00AP,51703-0290,中鐵門,300,1030,400,E.30
NN-ST677,F302K5L00AP,51703-0310,中鐵門,350,1080,450,E.30
NE-M30B,04E0351-670,51703-0340,門遮幕B,120,850,200,E.30
NN-S675,F31466K50SWT,51703-0350,門廉幕B,200,930,250,E.30
NE-R30A-K,04E0352-710,51703-0360,門遮幕黑PANASONIC,120,850,200,E.30
NE-T30H,04E0361-600,51704-0020,門內框,50,780,90,E.30
NE-R30B,04E0361-610,51704-0030,門內框,50,780,90,E.30
NE-S12,F30855G10XN,51705-0080,門C,90,820,150,E.30
NN-ST557,F30855Q00AP,51705-0090,門C,90,820,150,E.30
NE-V32,F10015Y00AP,51705-0120,底板,350,1080,450,E.30
NN-S675,F10016K10AP,51705-0130,底板(改F1670-0870),250,980,350,E.30
NE-T30H,04E0111-610,51710-0020,外殼 (大),350,1080,450,E.30
NE-1056TC-T,04B10093A20AP,51710-0050,外殼（不鏽鋼）　　　　　　　　,350,1080,450,E.30
NE-V27,F110D5Q00HAP,51710-0100,外殼(W),500,1230,600,E.30
NE-V32E-L,F10095Y30SAP,51710-0110,外殼 L,600,1330,700,E.30
NN-K584,F060V5U00XN,51712-0030,烤網,250,840,350,C.20
NE-T30H,04E0231-600,51720-0020,電波蓋,20,750,40,E.30
NE-P20,04E0231-620,51720-0030,電波蓋(10*8CM),30,760,50,E.30
NE-S12,F20555G10XN,51720-0040,電波蓋,30,760,50,E.30
NN-ST557,F20555Q00AP,51720-0050,電波蓋,30,760,50,E.30
NN-ST677,F20555L00AP,51720-0060,電波蓋,50,780,90,E.30
NN-S675,F67005U40XN,51721-0010,導電橡皮,50,780,90,E.30
NE-301M,04E0371-600,51732-0020,門掛勾Ａ　　　　　　　　　　　,30,760,50,E.30
NE-1056TC-T,B30188350AP,51732-0040,門扣A(F1705-0120代),30,760,50,E.30
NE-S300,F30205G10XN,51732-0050,門掛勾A,50,780,90,E.30
NN-ST685,F64508660AP,51732-0060,感知器蓋B,30,760,50,E.30
NN-K575,F65434W00AP,51732-0070,感知器蓋C,30,760,50,E.30
NE-T30H,04E0341-600,51735-0030,門扣Ａ,20,750,40,E.30
NN-ST557,F30185Q00AP,51735-0040,門扣Ａ,30,760,50,E.30
NN-S675,F30184Y31XN,51735-0050,門扣Ａ,30,760,50,E.30
NE-V27H,F30185Q01AP,51735-0060,門扣Ａ,30,760,50,E.30
NE-V27H,F31365Q01AP,51735-0070,開關門隔板,30,760,50,E.30
NE-V27H,F82565Q01AP,51735-0080,開關槓桿,30,760,50,E.30
NE-T30H,04E0251-600,51765-0020,迴轉皿(36CM),150,740,250,C.20
NN-SM330W,F06016D00XN,51765-0040,迴轉皿(24.5CM),200,790,300,C.20
NN-ST685,F06015Q00AP,51765-0050,迴轉皿(34CM),350,940,450,C.20
NE-V27H,F46065R00AP,51765-0060,圓烤盤,300,890,400,C.20
NN-ST677,F06014T00AP,51765-0070,迴轉皿(34.5CM),350,940,450,C.20
NE-R30B,04E0362-601,51800-0030,門膠膜,20,610,40,C.20
NE-1056TC-T,04B31457200AP,51800-0040,門膠膜17.5X30,20,610,40,C.20
NE-R30B,04E0131-600,51820-0020,腳,20,750,40,E.30
NN-S675,F10084T00AP,51820-0030,腳 (改F1820-0010),20,750,40,E.30
NE-P30H,04E1531-160,51920-0100,說明書　　　　　　　　　　　　,10,600,30,C.20
NE-R30A,04E1531-400,51920-0190,說明書(NE-R30A),20,610,40,C.20
NE-S12,F00035U30WT,51920-0330,說明書,90,680,150,C.20
NE-V27H,F00035R00HWT,51920-0340,說明書,50,640,90,C.20
NE-V32E-L,F00036K50WT,51920-0370,說明書,50,640,90,C.20
NE-1051TC,04E1531-520,51920-0380,說明書,30,620,50,C.20
NE-35M,04E1135-020,51921-0060,說明書　　　　　　　　　　　　,30,620,50,C.20
NN-S235,F01045G40XN,51980-0110,上保利龍F1980-0580代,90,680,150,C.20
NN-S235,F01056S10XP,51980-0120,下保利龍,50,640,90,C.20
NN-ST557,F01045Q00AP,51980-0130,上保利龍,90,680,150,C.20
NN-ST557,F01055Q00AP,51980-0140,下保利龍,50,640,90,C.20
NN-ST677,F01055L00AP,51980-0160,下保利龍,50,640,90,C.20
NN-ST677,F01046K50AP,51980-0190,上保利龍,90,680,150,C.20
NR-F461AX-S1,D0010-0001,D0010-0001,壓縮機防音泡棉,120,990,200,F.40
NR-D471N,CNRAJ-135180,D0010-0040,給水槽密封墊,90,960,150,F.40
NR-F605TT-R1,CNRMX-010160,D0010-0050,上門左下角固定卡筍,30,900,50,F.40
NR-F605TT-R1,CNRMX-010170,D0010-0051,上門右下角固定卡筍,30,900,50,F.40
NR-F500TX-S1,CNRAF-166580,D0010-0052,指示板,90,960,150,F.40
NR-F532TX-S1,CNRAH-220050,D0010-0053,FC標籤,30,620,50,C.20
NR-F500TX-S1,CNRAF-165430,D0010-0054,配線蓋(VCR),30,620,50,C.20
NR-F500TX-S1,CNRAF-169460,D0010-0055,配線蓋(VCL),50,640,90,C.20
NR-F603TX-N1,CNRAD-298490,D0010-0056,門固定檔板(PC L),30,900,50,F.40
NR-F681WX-X1,CNRAD-210930,D0010-0057,門支架套環,20,890,40,F.40
NR-F603TX-N1,CNRAD-298480,D0010-0058,門固定檔板(PC R),30,900,50,F.40
NR-F532TX-S1,CNRAH-242100,D0010-0068,門操作標籤,50,640,90,C.20
NR-F500TX-S1,CNRAD-285750,D0010-0080,導向組基座,30,900,50,F.40
NR-F611VX-X1,CNRAD-341760,D0010-0090,冷藏室箱門導桿,30,900,50,F.40
NR-F603TX-N1,CNRAD-330200,D0010-0100,冷藏室箱門導桿,30,900,50,F.40
NR-F557TT-S1,CNRAD-341880,D0010-0110,門固定檔板(PCR),30,900,50,F.40
NR-F672WX-X1,ARADGB105020,D0010-0120,冷藏室箱門導桿,50,920,90,F.40
NR-E412VT-N1,CNR79-338120,D0010-0130,調整板墊板,900,1350,1100,A.10
NR-E414VT-N1,ARAHLDJ05060,D0010-0140,中文說明貼紙,150,600,250,A.10
NR-F659WX,CNRMX-007530,D0010-0150,上門固定卡筍,30,900,50,F.40
NR-F659WX,ARADGB105050,D0010-0160,冷藏室箱門導桿,30,480,50,A.10
NR-F659WX,ARAESA200040,D0010-0170,冷藏門左下角卡筍鐵片,30,480,50,A.10
NR-F659WX,ARAESA500020,D0010-0180,上鐵門卡筍鐵片,30,480,50,A.10
NR-F659WX,CNRMX-005190,D0010-0190,上鐵門左下角卡筍鐵片,30,480,50,A.10
NR-F659WX,CNRAD-317710,D0010-0200,門支架套環,150,600,250,A.10
NR-F609HX,CNRMX-007510,D0010-0210,冷藏門固定卡筍-右,30,620,50,C.20
NR-F609HX,CNRMX-007520,D0010-0220,冷藏門固定卡筍-左,30,620,50,C.20
NR-B271TV-S1,ARADLD300020,D0010-0230,冷凍鐵門下固定卡榫,30,620,50,C.20
NR-B171TV,CNRAD-156574,D0010-0240,鐵門套環(勾爪),30,620,50,C.20
NR-B171TV,CNRAD-377620,D0010-0250,鐵門固定鐵,30,620,50,C.20
NR-F609HX-X1,CNRMX-007540,D0010-0260,冷藏門固定卡筍(左),30,620,50,C.20
NR-F532TH-W1,CNRAD-295990,D0010-0270,中隔支架活動固定片-上,30,550,50,B.15
NR-F658WX-X1,ARAHLDJ05110,D0010-0280,操作控制面板中文標籤,50,570,90,B.15
NR-B301VG-X,ARAHLBB20220,D0010-0290,能源標章貼紙,200,720,300,B.15
NR-C501PG-H1,CNRAD-385110,D0010-0300,箱門固定卡榫,20,610,40,C.20
NR-B371TV-S1,CNRAD-385120,D0010-0310,箱門套環(爪勾),20,610,40,C.20
NR-E507XT-N1,ARAHLDJ05200,D0010-0320,操作控制面板中文標籤,30,550,50,B.15
NR-F651WX-X1,ARAHLDJ05420,D0010-0330,操作控制面板中文標籤,30,550,50,B.15
NR-E46V1,CNRAC-120180,D0204-0020,製冰感知器（３０３）,30,900,50,F.40
NR-E46W2H,CNRMX-001730,D0204-0040,感知器(SC FC),200,1070,300,F.40
NR-E46W2H,CNRAJ-115280,D0204-0060,製冰感知板,30,900,50,F.40
NR-E46W2H,CNRAG-121360,D0204-0070,製冰機構,900,1770,1100,F.40
NR-E46W2H,CNRAG-122750,D0204-0080,感溫器（ＤＥＦ）,90,960,150,F.40
NR-D471N,CNRAG-141330,D0204-0090,除霜感知器,90,960,150,F.40
NR-F532TX-S1,CNRMX-000860,D0204-0100,製冰感知器,90,960,150,F.40
NR-F532TX-S1,CNRMX-000640,D0204-0110,製冰組,800,1670,1000,F.40
NR-F500TX-S1,CNRAG-154200,D0204-0120,感知器(PCC),90,960,150,F.40
NR-F500TX-S1,CNRAG-153460,D0204-0130,感知器(SCC),90,960,150,F.40
NR-F532TX-S1,CNRMX-000870,D0204-0140,感知器(PCC),120,990,200,F.40
NR-F532TX-S1,CNRAG-154220,D0204-0150,感知器(SCC),90,960,150,F.40
NR-F603TX-N1,CNRMX-000490,D0204-0160,感知器(PCC),90,1250,150,H.60
NR-F603TX-N1,CNRMX-000510,D0204-0170,紅外線檢知器,800,1960,1000,H.60
NR-F659WX,CNRMX-003690,D0204-0180,製冰感知器,50,1210,90,H.60
NR-F605TT-R1,CNRMX-001060,D0204-0190,外氣溫檢知器,500,1660,650,H.60
NR-F605TT-R1,CNRMX-001610,D0204-0200,除霜檢知器,250,1410,350,H.60
NR-F607TT-S1,CNRMX-001070,D0204-0210,冷藏室檢知器,200,1360,300,H.60
NR-F607TT-K1,CNRMX-002460,D0204-0220,除霜檢知器,200,1360,300,H.60
NR-F607TT-K1,CNRBG-188340,D0204-0230,光檢知器,250,1410,350,H.60
NR-F610VX-X1,CNRMX-003000,D0204-0240,除霜檢知器,200,1070,300,F.40
NR-F610VX-X1,CNRMX-003710,D0204-0250,PCC檢知器,200,1070,300,F.40
NR-F681WX-X1,CNRMX-003700,D0204-0260,VCC檢知器,200,1070,300,F.40
NR-F606HX-W1,CNRMX-006800,D0204-0270,PCC/PFC感知器,300,1170,400,F.40
NR-F659WX,CNRMX-006610,D0204-0280,蔬果室溫度檢知器,200,1070,300,F.40
NR-F659WX,CNRMX-006630,D0204-0290,蔬果室濕度檢知器,200,1070,300,F.40
NR-F659WX,CNRMX-006660,D0204-0300,除霜檢知器,200,1360,300,H.60
NR-F604VT-N1,CNRMX-004920,D0204-0310,冷藏室檢知器,200,1070,300,F.40
NR-F604VT-N1,CNRMX-004930,D0204-0320,微凍結室檢知器,200,1070,300,F.40
NR-F607VT-N1,CNRMX-004970,D0204-0330,除霜檢知器,200,1360,300,H.60
NR-F656WX-X1,CNRMX-008740,D0204-0340,PCC/PFC感知器,350,800,450,A.10
NR-F658WX,CNRMX-008420,D0204-0350,吐出管溫度檢知器,800,1460,1000,D.25
NR-F507VT-N1,CNRMX-008470,D0204-0360,VCC感知器,200,860,300,D.25
NR-F609HX-X1,CNRMX-010300,D0204-0370,PCC/PFC感知器,200,860,300,D.25
NR-E417XT-N1,CNRMX-009070,D0204-0380,PCC感知器,300,1030,400,E.30
NR-E417XT-N1,CNRMX-009080,D0204-0390,PFC感知器,300,1030,400,E.30
NR-F659WX,CNRMX-010210,D0204-0400,PCC/PFC感知器,200,860,300,D.25
NR-D541PG-H1,ARAGSB100850,D0204-0410,PCC感應器,90,610,150,B.15
NR-D541PG-H1,AG-161331,D0204-0420,FCC感溫器,90,750,150,D.25
NR-D541PG-H1,ARADSB800250,D0204-0430,PFC感溫器,90,750,150,D.25
NR-F681WX-X1,CNRAG-160000,D0210-0030,變壓器,300,1170,400,F.40
NR-F607TT-S1,CNRAG-168960,D0210-0040,變壓器,350,1220,450,F.40
NR-F659WX,ARAGRC300040,D0210-0050,變壓器,200,930,300,E.30
NR-E417XT,ARAGRC300050,D0210-0060,變壓器,200,930,300,E.30
NR-D41EM2,CNR06-528080,D0301-0040,送風馬達,1300,2310,1550,G.50
NR-E46W2H,CNRAG-123180,D0301-0080,閥門馬達(302),700,1710,850,G.50
NR-E46W2H,CNRAF-126910,D0301-0081,閥門(303),1100,2110,1300,G.50
NR-E46W2H,CNRAG-122640,D0301-0090,風扇馬達（ＰＣ）,1200,2210,1450,G.50
NR-E46W2H,CNRMG-100200,D0301-0100,風扇馬達,1000,2010,1200,G.50
NR-E46V1,CNRAG-109570,D0301-0120,風扇馬達(339),1200,2210,1450,G.50
NR-E46V1,CNRAG-103110,D0301-0130,幫浦馬達(312),1200,2210,1450,G.50
NR-F532TX-S1,CNRMX-000820,D0301-0150,幫浦馬達,500,1510,650,G.50
NR-D471N,CNRAG-141210,D0301-0160,風扇馬達(PC),800,1810,1000,G.50
NR-D471N,CNRAG-144400,D0301-0170,風扇馬達(DC),300,1310,400,G.50
NR-D471N,CNRMX-000030,D0301-0180,風扇馬達(FC),1100,2110,1300,G.50
NR-D471N,CNRAG-141200,D0301-0190,風扇馬達(COMP),800,1810,1000,G.50
NR-D42M2,CNRAG-103590,D0301-0200,送風馬達(338),1300,2310,1550,G.50
NR-F461AX-S1,CNRMX-000180,D0301-0210,風扇馬達(PC),300,1310,400,G.50
NR-F461AX-S1,CNRMX-000250,D0301-0220,風扇馬達(除臭),300,1310,400,G.50
NR-F461AX-S1,CNRMX-000170,D0301-0230,風扇馬達(FC),800,1810,1000,G.50
NR-F461AX-S1,CNRMX-000020,D0301-0240,風扇馬達(COMP),450,1460,600,G.50
NR-F500TX-S1,CNRMX-000040,D0301-0250,風扇馬達(FC),700,1710,850,G.50
NR-F500TX-S1,CNRAF-165410,D0301-0260,風扇馬達框體,90,1100,150,G.50
NR-F532TX-S1,CNRAG-153410,D0301-0270,風扇馬達(COMP),350,1360,450,G.50
NR-F500TX-S1,CNRAF-165400,D0301-0280,風扇馬達框體,50,1060,90,G.50
NR-F461AX-S1,CNRMX-002770,D0301-0290,切換閥門,1100,2110,1300,G.50
NR-F532TX-S1,CNRMX-000050,D0301-0300,風扇馬達(FC),700,1710,850,G.50
NR-F532TX-S1,CNRMX-000010,D0301-0310,風扇馬達(WE),350,1360,450,G.50
NR-F603TX-N1,CNRMX-000580,D0301-0320,風扇馬達(FC),600,1610,750,G.50
NR-F603TX-N1,CNRMX-000070,D0301-0330,風扇馬達(WE),300,1310,400,G.50
NR-F603TX-N1,CNRMX-000280,D0301-0340,幫浦馬達,500,1510,650,G.50
NR-F605TT-R1,CNRMX-001130,D0301-0350,冷凍室風扇馬達(FC),600,1610,750,G.50
NR-F605TT-R1,CNRMX-001190,D0301-0360,蒸發器散熱風扇馬達(CT),300,1310,400,G.50
NR-F605TT-R1,CNRMX-001210,D0301-0370,風扇馬達(WE),300,1310,400,G.50
NR-F607TT-S1,CNRMX-001000,D0301-0380,幫浦馬達,500,1510,650,G.50
NR-E435TX-N1,CNRMX-000600,D0301-0390,風扇馬達(壓縮機),800,1810,1000,G.50
NR-F557TT-S1,CNRMX-002510,D0301-0400,風扇馬達(FC),500,1510,650,G.50
NR-F607TT-K1,CNRMX-002480,D0301-0410,風扇馬達(壓縮機),300,1310,400,G.50
NR-F607TT-K1,CNRMX-002470,D0301-0420,風扇馬達(集水盒),300,1310,400,G.50
NR-F607TT-K1,CNRMX-002500,D0301-0430,風扇馬達(FC),700,1710,850,G.50
NR-F561VG-W1,CNRMX-003760,D0301-0440,風扇馬達(FC),500,1510,650,G.50
NR-F681WX-X1,CNRMX-003780,D0301-0450,風扇馬達(WE),250,1260,350,G.50
NR-F610VX-X1,CNRMX-003830,D0301-0460,給水幫浦馬達,450,1460,600,G.50
NR-F681WX-X1,CNRMX-003770,D0301-0470,風扇馬達(CT),250,1260,350,G.50
NR-F611VX-X1,CNRMX-004050,D0301-0480,風扇馬達(FC),600,1610,750,G.50
NR-F681WX-X1,CNRMX-004990,D0301-0490,給水幫浦馬達,500,1510,650,G.50
NR-F681WX-X1,CNRMX-005520,D0301-0500,FC送風馬達,800,1810,1000,G.50
NR-F607VT-N1,CNRMX-006080,D0301-0510,FC送風馬達,600,1470,750,F.40
NR-F552VG-W1,CNRMX-006290,D0301-0520,FC送風馬達,500,1370,650,F.40
NR-F656WX-X1,CNRMX-006730,D0301-0530,送風馬達,800,1810,1000,G.50
NR-F503HX-W1,CNRMX-007080,D0301-0550,散熱馬達,250,1260,350,G.50
NR-F659WX,CNRMX-007330,D0301-0560,散熱馬達,250,980,350,E.30
NR-F659WX,CNRMX-006770,D0301-0570,幫浦馬達,450,1320,600,F.40
NR-F672WX-X1,CNRMX-006020,D0301-0580,FC送風馬達,800,1810,1000,G.50
NR-F659WX,ARBHDA200070,D0301-0590,新鮮凍結風扇馬達組件,800,1460,1000,D.25
NR-F559HX,ARBHDA200080,D0301-0600,新鮮凍結風扇馬達組件,700,1360,850,D.25
NR-F529HX,ARBHDA200090,D0301-0610,新鮮急凍結風扇馬達組件(SC),700,1360,850,D.25
NR-B371TV-S1,ARBGFA100100,D0301-0620,FC風扇馬達,300,1030,400,E.30
NR-B171TV,CNRBG-182070,D0301-0630,FC風扇馬達,250,980,350,E.30
