機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
S-36MK2E5A,CWH32143,40183-0420,感溫器固定架,20,750,40,E.30
CS-30XHA2,CWA28C2082J,40183-0430,端子座,200,930,300,E.30
CS-CD36HA2/98,CWA28C2279,40183-0440,端子座 停供,150,880,250,E.30
CS-A63C2/98,COC4706-880,40183-0450,端子座(新C4706-970可代) 停供,90,820,150,E.30
CU-B71DHA2/97,CWA28K1085J,40183-0460,端子座 停供,300,1030,400,E.30
CU-M112XC2,MND045,40183-0470,端子座 停供,120,850,200,E.30
CS-B45HA2/97,COC4706-900,40183-0480,端子座 停供,120,850,200,E.30
CS-30VHA2,CWA28C2142,40183-0490,端子板組立完成 停供,600,1470,750,F.40
CS-G63HA2/00,COC4706-980,40183-0500,配電架 停供,90,820,150,E.30
CS-75E1D5-B,MND032,40183-0510,配電架 停供,50,780,90,E.30
CS-G38HA2/00,COC4706-960,40183-0520,配電架,90,820,150,E.30
CU-C71HA2,COA28K1076J,40183-0530,配電架 停供,90,820,150,E.30
CS-A25CM2/99,COC4706-990,40183-0540,配電架 停供,90,820,150,E.30
CU-C45HA2,COA28K1110J,40183-0550,配電架(停供0330代),90,960,150,F.40
CU-C71HA2,COA28K1162,40183-0560,配電架 停供,90,820,150,E.30
M4-100EH,COC4724-210,40183-0570,配電架(4PIN),90,820,150,E.30
M5-160EH,COC4724-220,40183-0580,配電架(3PIN),90,820,150,E.30
M2-52BH,COC4724-190,40183-0590,配電架,30,760,50,E.30
KDV-50209R,COC4724-200,40183-0600,配電架(三方閥處),90,820,150,E.30
CU-75XH2/99,COC4706-590R,40183-0610,端子座,50,920,90,F.40
CS-G56C2/01,COC4706-970,40183-0620,配電架 停供,90,820,150,E.30
CS-30XHAM2,CWA28C2234,40183-0630,配電架 停供,150,880,250,E.30
KSA-722DC09,COC4724-281-Y,40183-0640,配電架,90,820,150,E.30
KDV-36201,COC4724-260,40183-0650,配電架(紅白黑)訊號線,90,820,150,E.30
U-6LYE2T9,COC4706-930,40183-0660,配電架,30,760,50,E.30
CU-G63HA2/00,COC4724-240+M1,40183-0670,配電架(電源),90,820,150,E.30
CU-G63HA2/00,COC4724-230+C1,40183-0680,配電架(內外機連接座),50,780,90,E.30
CS-G75C2/01,COC4724-311,40183-0690,配電架 停供,90,820,150,E.30
CU-CD85HA2/98,COC4724-020,40183-0700,配電架 停供,50,780,90,E.30
KSA-852DC09R,COC4724-3681,40183-0710,配電架,90,820,150,E.30
CS-N50C2-00,COC4724-3750,40183-0720,配電架,90,820,150,E.30
CW-R36S2-00,COC4724-320,40183-0730,配電架,30,900,50,F.40
CS-VX90BA2,COC4724-3731,40183-0740,配電架,90,820,150,E.30
KSA-852DC09R,COC4627-1900,40183-0750,配線片(白),20,610,40,C.20
CU-P80C2-00,COC4724-3760,40183-0760,端子座(配電架),90,820,150,E.30
CW-P22HA2-01,COC4724-3740,40183-0770,端子座(配電架),50,920,90,F.40
CX-36DC2,COC3900-040,40204-0090,感溫器 停供,30,900,50,F.40
CS-M22GC2,COC3900-080,40204-0310,感溫器 停供,30,900,50,F.40
CW-G36S2/01,COC3900-140+C1,40204-0370,感溫器,30,900,50,F.40
CS-M32PC2,COC3900-200,40204-0400,感溫器 停供,50,920,90,F.40
CU-36PC2,COC3900-170,40204-0410,感溫器 停供,50,1060,90,G.50
CS-32PHA2,CWA50C613,40204-0420,感溫器(停供),200,1070,300,F.40
CU-32PHA2,CWA50C614,40204-0430,感溫器 停供,300,1310,400,G.50
CS-B71HA2/97,CWA50C2122,40204-0450,感溫器(配管溫) 最終,90,960,150,F.40
CU-45XHA2/95,CWA50C2180,40204-0460,感溫器(壓縮機) 停供,90,1100,150,G.50
CU-56XHA2,CWA50C2181,40204-0470,感溫器(外氣溫) 停供,90,1100,150,G.50
CU-56XHA2,CWA501114,40204-0480,感溫器(壓縮機旁) 停供,300,1310,400,G.50
F-Y907NW,COC3900-270,40204-0490,濕度檢知器(停供),120,990,200,F.40
CS-D45PC2/92,COC3900-090+J1R,40204-0500,感溫器(0810代) 停供,120,990,200,F.40
CS-30XHAM2,CWA50C2212,40204-0510,感溫器(停供),90,960,150,F.40
CU-30XHAM2,CWA50C2199,40204-0520,感溫器(壓縮機)停供0660代,90,1100,150,G.50
CW-A32HA2/96,COC3900-410,40204-0530,感溫器(黑頭2PIN)停供,50,920,90,F.40
CW-32XHA2/96,COC3900-420,40204-0540,室內配管感溫器 停供,50,920,90,F.40
CU-M45XHA2,CWA50C2088,40204-0550,室外配管感溫器 停供,200,1210,300,G.50
CU-M45XHA2,CWA50C2089,40204-0560,配管A.B感溫器 停供,400,1410,500,G.50
CU-M45XHA2,CWA50C2090,40204-0570,壓縮機吐出溫度感溫器 停供,250,1120,350,F.40
CU-M45XHA2,CWA50C2097,40204-0580,散熱器出口溫度感溫器 停供,150,1160,250,G.50
CS-32YCS2,CWA50C2361,40204-0590,感溫器 停供,90,960,150,F.40
CU-A22HAM2/96,CWA50C2333,40204-0600,感溫器(停供),200,1210,300,G.50
CU-B71HA2/97,CWA50C2185,40204-0610,壓縮機上蓋感溫器 停供,90,1100,150,G.50
CU-30YHAS2,CWA50C2241,40204-0620,感溫器(壓縮機) 停供,250,1260,350,G.50
CU-30YHAS2,CWA50C2281,40204-0630,感溫器(壓縮機) 停供,250,1260,350,G.50
CU-30YHAS2,CWA50C2066,40204-0640,感溫器 停供,200,1210,300,G.50
CS-30VHA2,CWA50C2062,40204-0650,感溫線(停供),90,960,150,F.40
CU-B38HA2/97,CWA50C2209J,40204-0660,感溫器(壓縮機) 停供,90,1100,150,G.50
CU-22VHA2,CWA50C2082,40204-0670,感溫器 停供,200,1210,300,G.50
CU-30VHA2,CWA50C2123,40204-0680,感溫器 停供,120,1130,200,G.50
CS-75E1D5-B,COP06-T03620R,40204-0690,感溫器 停供,90,960,150,F.40
CU-AM45HA2/98,COC3900-540+C1,40204-0700,感溫器(一對二SENSOR頭),50,1060,90,G.50
CU-B71HA2/97,CWA50C2214,40204-0720,感溫器(壓縮機吐出管) 最終,120,1130,200,G.50
CU-B71HA2/97,G0C423J00001,40204-0730,電感器 停供,1800,2810,2100,G.50
CU-M45XHA2/96,COC3900-530+C1,40204-0740,感溫器(外氣溫度配管),30,1040,50,G.50
CU-M45XHA2/96,COC3900-550+C1,40204-0750,感溫器(壓縮機吐出),30,1040,50,G.50
CU-M45XHA2/96,COC3900-560+C1,40204-0760,感溫器(散熱器出口),30,1040,50,G.50
CU-B71HA2/97,CWA50C2381,40204-0770,感溫器(外氣溫度) 停供,250,1260,350,G.50
CU-B45HA2/97,CWA50C2282,40204-0780,感溫器(配管) 停供,90,1100,150,G.50
CU-B38HA2/97,COA101033-1,40204-0790,高壓開關 停供,300,940,400,G.50
CS-G75C2/01,COC3900-110+C1,40204-0800,感溫器完成(4PIN2條線),30,900,50,F.40
CS-G63HA2/00,COC3900-090+C1,40204-0810,感溫器完成,50,920,90,F.40
CU-B45HA2/97,CWA50C2432,40204-0820,感溫器(壓縮機)停供,200,1210,300,G.50
CS-CD36HA2/98,CWA50C2357,40204-0830,感溫器(銅頭) 最終,90,960,150,F.40
CW-B32HA2/97,COC3900-650,40204-0840,感溫器(吸入溫+配管溫),90,960,150,F.40
CU-B71DHA2/97,CWA50C2213,40204-0850,冷凝器感溫器 停供,200,1210,300,G.50
CU-B71DHA2/97,CWA50C2215,40204-0860,壓縮機入管感溫器 停供,200,1210,300,G.50
CU-75XH2/99,COC3900-370,40204-0870,配管感溫器(防凍) 停供,90,1100,150,G.50
CU-CD81HA2/98,COC3900-720,40204-0880,感溫器(細管處二方閥旁)停供,250,1260,350,G.50
CU-CD85HA2/98,COC3900-750,40204-0890,感溫器 最終,200,1210,300,G.50
CS-CD56HA2/98,COC3900-690,40204-0900,感溫器(EAV前室內環境溫)停供,120,990,200,F.40
CS-CD56HA2/98,COC3900-700,40204-0910,感溫器(配管溫) 停供,120,990,200,F.40
F-YV40MH-50,05L2GZ00000004,40204-0920,感溫器(空氣偵測),90,960,150,F.40
CU-C71HA2,CWA50C2517,40204-0930,感溫器組立完成 最終,200,1210,300,G.50
CU-C71HA2,COA50C2185,40204-0940,感溫器(停供0610代),200,1210,300,G.50
CU-C45HA2,CWA50C2205,40204-0950,感溫器(壓縮機旁) 最終,200,1070,300,F.40
CU-C45HA2,CWA50C2391,40204-0960,感溫器(散熱器旁) 最終,90,1100,150,G.50
CU-C71HA2,CWA50C2515,40204-0970,感溫器(壓縮機旁),120,1130,200,G.50
CU-C22CA2,CWA50C2502,40204-0980,感溫器 最終,150,1160,250,G.50
CU-CD81HA2/98,COC3900-710,40204-0990,感溫器(粗管處三方閥旁)停供,90,1100,150,G.50
CU-CD85HA2/98,COC3900-730,40204-1000,感溫線(粗管溫三方閥旁)停供,150,1160,250,G.50
CU-CD81HA2/98,COC3900-790,40204-1010,感溫器(停供),90,960,150,F.40
CU-CD85HA2/98,COC3900-800,40204-1020,感溫器,150,1160,250,G.50
CW-32XH2,COC3900-400R,40204-1030,防凍感知器(停供),150,1020,250,F.40
M2-52BH,COC3900-820+C1,40204-1040,壓縮機吐出溫感溫器,30,1040,50,G.50
KDV-36201,COC3935-4240+C1,40204-1050,溫度感知器(散熱器旁),50,1060,90,G.50
CS-B45HA2/97,COC3900-490+C1,40204-1060,人體感溫器 停供,350,1220,450,F.40
CU-G25CA2/00,COC3900-860+C1,40204-1070,感溫器(散熱器旁),50,1060,90,G.50
M5-160EH,COC3900-870+C1,40204-1080,壓縮機吐出溫感溫器,30,1040,50,G.50
CU-4J100HA2/02,COC3900-880+C1,40204-1090,感溫器(除霜溫)停供1340代,50,1060,90,G.50
M4-100EH,COC3900-890+C1,40204-1100,室外溫度感溫器,50,1060,90,G.50
M4-100EH,COC3900-900+C1,40204-1110,氣管溫溫度感溫器,120,1130,200,G.50
M3-90EH-03,COC3900-990+C1,40204-1120,氣管溫溫度感溫器,90,1100,150,G.50
CU-3E90HA2/99,COC3935-010+C1,40204-1130,液管溫(低壓管處),90,1100,150,G.50
M2-83EH-03,COC3935-020+C1,40204-1140,氣管溫溫度感溫器,90,1100,150,G.50
M2-83EH-03,COC3935-030+C1,40204-1150,液管溫溫度感溫器,90,1100,150,G.50
CU-4E92HA2/99,COC3935-090+C1,40204-1160,液管溫(低壓管處),120,1130,200,G.50
CS-GX63A2/01,COC3935-130+C1,40204-1170,室溫感知器,30,900,50,F.40
CS-GX63A2/01,COC3935-140+C1,40204-1180,配管感知器,30,900,50,F.40
CW-P68SL2-00,COC3935-160+C1,40204-1190,感知器(室內側),50,920,90,F.40
KDV-50209R,COC3935-040+C1,40204-1200,溫感線(壓縮機旁),30,1040,50,G.50
CW-G32HA2/01,COC3935-050+C1,40204-1210,感溫器(主控板用2PIN),50,920,90,F.40
CW-G32HA2/01,COC3935-060+C1,40204-1220,感溫器(壓縮機旁),30,900,50,F.40
CW-R36S2-00,COC3935-071+C1,40204-1230,感溫器(散熱器旁3PIN),50,920,90,F.40
CW-P50SL2-00,COC3935-180+C1,40204-1240,感溫器(室外側),30,900,50,F.40
KSA-632DC01,COC3935-290+C1,40204-1250,感溫器(室內+配管) 停供,50,920,90,F.40
CS-GX20A2/01,COC4726-140,40204-1260,人體感溫器組立,800,1670,1000,F.40
CS-GX32A2/01,COC4726-260,40204-1270,人體感溫器組立,800,1670,1000,F.40
CS-GX56A2/00,COC4726-130,40204-1280,人體感溫器組立1290代,1200,2070,1450,F.40
CS-GX63A2/01,COC4726-130+T1,40204-1290,人體感溫器組立 停供,400,1270,500,F.40
CS-GX25A2/01,COC4726-140+T1,40204-1300,人體感溫器組立(停供),300,1170,400,F.40
CS-GX32A2/01,COC4726-260+T1,40204-1310,人體感溫器組立,300,1170,400,F.40
CU-PX90HA2-00,COC3935-320+C1,40204-1320,氣管溫檢知器(三方閥旁),50,1060,90,G.50
CU-PX90HA2-00,COC3935-330+C1,40204-1330,液管溫檢知器(二方閥旁),50,1060,90,G.50
M5-160EH,COC3900-881+C1,40204-1340,除霜溫檢知器,50,1060,90,G.50
CS-LX90YA2-00,COA745684,40204-1350,日照感知器(球狀),150,880,250,E.30
CS-LX90YA2-00,COA745685,40204-1360,人體感知器(球狀),120,850,200,E.30
CS-B45HA2/97,COC3900-660,40204-1370,濕度感知器,90,960,150,F.40
CU-BD85HA2/97,COC3900-740,40204-1380,感溫器(細管溫二方閥旁)停供,400,1410,500,G.50
CS-LX50YA2-00,COC3935-311+C1,40204-1390,感溫器(室內溫),30,760,50,E.30
CS-LX90YA2-00,COC3935-341+C1,40204-1400,感溫器(配管),30,1040,50,G.50
M4-150YH,COC3935-4250+C1,40204-1410,氣管溫溫度感溫器,120,1130,200,G.50
M4-150YH,COC3935-4260+C1,40204-1420,液管溫溫度感溫器,120,1130,200,G.50
CS-B45HA2/97,COC3900-640+C1,40204-1430,感溫器(2PIN焊接)EVA,30,900,50,F.40
CS-LX50YA2-00,COA745791-1,40204-1440,人體感溫器(左),120,850,200,E.30
CS-LX50YA2-00,COA746206-1,40204-1450,人體感溫器(右),120,850,200,E.30
CW-P50HA2-00,COC3935-4231+C1,40204-1460,感溫線(內）,50,920,90,F.40
CS-G71CA2/01,COC3935-110+C1,40204-1470,感溫器(停供)1700代,50,920,90,F.40
CW-R36S2-00,COC3935-411+C1,40204-1480,壓縮機感溫器,30,900,50,F.40
CW-P50HA2-00,COC3935-4221+C1,40204-1490,室外側感溫器,90,960,150,F.40
KSA-632DC09,COC3935-4480+C1,40204-1500,感溫器,50,1060,90,G.50
M2-52BH,COC3935-380+C1,40204-1510,熱交換器溫度感溫器,50,1060,90,G.50
M2-52BH,COC3935-390+C1,40204-1520,液管溫溫度感溫器,50,1060,90,G.50
M2-52BH,COC3935-400+C1,40204-1530,氣管溫溫度感溫器,50,1060,90,G.50
M5-160EH,COC3935-4340+C1,40204-1540,室外溫度感溫器,50,1060,90,G.50
CU-PX110HA2-00,COC3935-3210+C1,40204-1550,氣管溫度檢知,50,920,90,F.40
U-6LE1H4,CV6233183244,40204-1560,感溫器,450,1320,600,F.40
U-6LE1H4,CV6233183206-1,40204-1570,感溫器,800,1670,1000,F.40
U-6LE1H4,CV6233036618,40204-1580,感溫器,500,1370,650,F.40
U-6LE1H4,CV6233183367,40204-1590,感溫器,600,1470,750,F.40
CS-B45HA2/97,COC4111-950,40204-1600,感溫線(4PIN)停供,20,890,40,F.40
CS-B25HA2/97,COC3935-4350+C1,40204-1610,感溫線(室外環境) 停供,50,920,90,F.40
CS-B25HA2/97,COC3935-4360+C1,40204-1620,感溫線,50,920,90,F.40
CS-B25HA2/97,COC3935-4370+C1,40204-1630,感溫線(壓縮機排氣),50,920,90,F.40
CS-LJ90VA2-07,COC3935-4511+C1,40204-1640,配管感溫(含室內感溫器),50,1210,90,H.60
CS-LX50YA2-00,COC5040-460,40204-1650,人體感知器總成,250,980,350,E.30
CW-P68SL2-00,COC3935-4200+C1,40204-1660,感溫器(散熱器旁),30,760,50,E.30
CW-P36HA2,COC3935-361+C1,40204-1670,室內感溫器(4PIN),50,920,90,F.40
CU-P80C2-00,COC3935-200+C1,40204-1680,感溫器,30,1040,50,G.50
CU-G45HA2/00,COC3900-830+C1,40204-1690,溫度感溫器,50,1060,90,G.50
KSA-502DV09,COC3935-292+C1,40204-1700,溫度感溫器可代1250,30,1040,50,G.50
CS-VX22BA2,COC3935-4552+C1,40204-1710,配管感溫器(含室內/吸入溫),50,1060,90,G.50
CS-QX90FA2-00,COC3935-4513+C1,40204-1720,溫度感溫器,50,1060,90,G.50
CS-RX63NA2-00,COC3957-0610,40204-1730,人體感知(右),250,1120,350,F.40
CS-RX90NA2-00,COC3957-0620,40204-1740,人體感知(右),250,1120,350,F.40
CS-P36C2-00,COC3935-4840+C1,40204-1750,配管溫含室內感溫器,30,1040,50,G.50
CS-P80C2-00,COC3935-4850+C1,40204-1760,配管溫含室內感溫器,50,1060,90,G.50
CU-P63C2-00,COC3935-210+C1,40204-1770,感溫器完成,30,1040,50,G.50
CW-N22HA2-01,COC3935-4810+C1,40204-1780,感溫器(內),50,920,90,F.40
CW-N22HA2-01,COC3935-4830+C1,40204-1790,感溫器(外),50,920,90,F.40
CW-R36S2-00,COC3935-351+C1,40204-1800,感溫器(內)EVA旁,50,920,90,F.40
M4-100EH,COC3935-091+C1,40204-1810,液管溫溫度感溫器,120,1130,200,G.50
M3-90EH-03,COC3935-011+C1,40204-1820,液管溫溫度感溫器,90,1100,150,G.50
U-6LYE2T9,COC3935-4410+C2,40204-1830,室內熱交換器入口感溫器 改代用,50,1060,90,G.50
U-8LYE1T9,COC3935-4420+C2,40204-1840,壓縮機吸入溫度感溫器 改代用,30,1040,50,G.50
U-6LYE2T9,COC3935-4430+C2,40204-1850,外氣溫度感溫器(TO) 改代用,30,1040,50,G.50
U-6LYE2T9,COC3935-4440+C2,40204-1860,壓縮機吐出溫度感溫器 改代用,50,1060,90,G.50
CU-L140HA3-S,COC3935-4450+C2,40204-1870,室外熱交換器中間感溫器 改代用,30,1040,50,G.50
M2-71BH,COC3935-4700+C1,40204-1880,氣管溫溫度感溫器,90,1100,150,G.50
M2-71BH,COC3935-4680+C1,40204-1890,壓縮機吐出溫感溫器,30,1040,50,G.50
CS-LX90A2/02,COC3935-310+C1,40204-1900,感溫線(室內溫停供1390代),30,760,50,E.30
U-8LYE1T9,COC3935-4930+C2,40204-1910,感溫器(圖42) 改代用,50,1060,90,G.50
CU-L250HA4-00,COC3935-5100+C2,40204-1920,感溫器(圖43) 改代用,30,1040,50,G.50
CU-L250HA4-00,COC3935-5110+C2,40204-1930,感溫器(圖44) 改代用,50,1060,90,G.50
CU-L250HA4-00,COC3935-5120+C2,40204-1940,感溫器(圖45) 停供,30,1040,50,G.50
CU-L250HA4-00,COC3935-5130+C2,40204-1950,感溫器(圖46) 停供,30,1040,50,G.50
CW-P68LHA2-00,COC3935-4891+C1,40204-1960,感溫器(室內側),50,920,90,F.40
CW-P68LHA2-00,COC3935-4901+C1,40204-1970,感溫器(室外側),50,920,90,F.40
CW-P68LHA2-00,COC3935-4911+C1,40204-1980,感溫器(壓縮機旁),30,900,50,F.40
CW-P22HA2-01,COC3935-4811+C1,40204-1990,感溫器(內側),50,920,90,F.40
CS-VX90BA2,COACXA50C16860,40204-2000,PM2.5偵測器,250,1120,350,F.40
M2-71BH,COC3935-4690+C1,40204-2010,熱交換器溫度感溫器,50,1060,90,G.50
M2-71BH,COC3935-4710+C1,40204-2020,液管溫溫度感溫器,90,1100,150,G.50
CS-K90BA2-02,COC3935-4482+C1,40204-2030,感溫器(室內+配管),50,920,90,F.40
M2-56EC-02,COC3935-5220+C1,40204-2040,壓縮機SENSOR,30,1040,50,G.50
M2-52EH-02,COC3935-5230+C1,40204-2050,除霜(COND),30,1040,50,G.50
M2-56EC-02,COC3935-5240+C1,40204-2060,COND配管溫+外氣溫,50,1060,90,G.50
M2-56EC-02,COC3935-5250+C1,40204-2070,氣管SENSOR (閥門),50,1060,90,G.50
M2-52EH-02,COC3935-5260+C1,40204-2080,液管SENSOR (閥門),50,1060,90,G.50
KSA-852DC09R,COC3935-4514+C1,40204-2090,配管溫(含室內溫),50,920,90,F.40
CW-P50HA2,COC3935-4741+C1,40204-2100,感溫線(內),90,960,150,F.40
CS-RX90NA2-00,COC3957-1030,40204-2110,人體感溫(左),250,1120,350,F.40
CS-RX90NA2-00,COC3957-0700,40204-2120,人體感溫(中),300,1170,400,F.40
CS-LX90YA2-00,COC3935-4540+C1,40204-2130,感溫器,30,1040,50,G.50
CW-R68S2,COACXA50C15820,40204-2140,感溫線(內),90,820,150,E.30
CW-R22LHA2,COACXA50C17610,40204-2150,室外溫+配管溫,90,960,150,F.40
CW-R68LHA2,COACXA50C17360,40204-2160,感溫線(壓縮機旁),90,960,150,F.40
CW-R68LHA2,COACXA50C17350,40204-2170,感溫器(外氣溫),90,960,150,F.40
CS-VX90BA2,COC3957-5090,40204-2180,濕度SENSOR,50,1210,90,H.60
CS-VX90BA2,COC3957-5810,40204-2190,人體感知SENSOR(右),120,990,200,F.40
CS-VX90BA2,COC3957-5820,40204-2200,人體感知SENSOR(左),120,990,200,F.40
CS-VX90BA2,COC3957-5830,40204-2210,人感SENSOR(中),120,990,200,F.40
CW-R36S2,COACXA50C17330,40204-2220,感溫線(室外側),30,900,50,F.40
CW-R40S2,COACXA50C16620,40204-2230,感溫線(室外側),90,960,150,F.40
CW-25ES1,COC4017-310,40210-0350,變壓器 停供,120,990,200,F.40
CS-M30DC2,CWA40C237,40210-0430,變壓器 停供,300,1170,400,F.40
CW-63FC2,COC4017-400,40210-0460,變壓器 停供,120,990,200,F.40
CS-M22EC2,COC4017-390,40210-0470,變壓器 停供,120,990,200,F.40
CS-M32GC2,COC4017-470,40210-0490,變壓器 停供,120,990,200,F.40
CS-32JC1,COC4017-480,40210-0520,變壓器 停供,120,990,200,F.40
FT60KVALT,COC4017-590R,40210-0530,變壓器 最終,90,960,150,F.40
CW-63KSL2,COC4017-620,40210-0570,變壓器(停供),120,990,200,F.40
CS-32NC1,COC4017-640,40210-0590,變壓器(停供),90,960,150,F.40
CW-G20SL2/01,COC4017-660R,40210-0600,變壓器,90,960,150,F.40
CW-A25S1/99,COC4017-670R,40210-0610,變壓器 停供,90,960,150,F.40
CU-36PC2,COC4017-650,40210-0620,變壓器 停供,50,1060,90,G.50
CW-18VSF2/94,COC4017-760+C1,40210-0650,變壓器(停供),50,920,90,F.40
CW-18VS1/94,COC4017-750,40210-0660,變壓器 停供,90,960,150,F.40
CW-45PSM2,COC4017-770+C1,40210-0670,變壓器 停供,90,960,150,F.40
CU-A63C2/97,COC4017-700R,40210-0680,變壓器 停供,90,1100,150,G.50
CW-32XHA2/96,COC4017-930,40210-0700,變壓器(停供),90,960,150,F.40
CW-P50SL2-00,COC4166-030,40210-0710,變壓器,300,1170,400,F.40
CS-G56C2/00B,COC4017-960,40210-0720,變壓器 停供,120,990,200,F.40
CU-P80C2-00,COC4166-040,40210-0730,變壓器,200,1210,300,G.50
M2-71BH,COETS29AK7N1AC,40210-0740,變壓器,90,1100,150,G.50
CW-P22S1-00,COC4166-0500,40210-0750,變壓器 停供,120,990,200,F.40
CW-P68SL2-00,COC3933-1200,40210-0760,變壓器,150,1020,250,F.40
CU-45XHA2/95,CWA421069,40221-0050,電感器 停供,1200,2210,1450,G.50
CU-B25HA2/97,CWA421050,40221-0060,電感器 停供,900,1910,1100,G.50
CU-30YHAS2,G0A193M00001,40221-0070,電感器 停供,1400,2410,1700,G.50
CU-B38HA2/97,CWG0C193J00001,40221-0080,電感器 停供,1000,2010,1200,G.50
CW-A32HA2/96,COC4098-060,40221-0090,電感器 停供,500,1370,650,F.40
CU-B56HA2/97,CWA421066,40221-0100,電感器 停供,1200,2210,1450,G.50
CU-CD85HA2/98,COC4098-110+C1,40221-0110,電感器,700,1710,850,G.50
CU-GX32HA2/01,COC3915-190+M1,40221-0120,電感器,500,1510,650,G.50
M5-160EH,COA491025,40221-0130,抗流線圈(消磁環),50,1060,90,G.50
KDC-56201,COC3915-110+C1,40221-0140,電抗器,400,1410,500,G.50
CU-LX28HA2-07,COC3915-150+C1,40221-0150,電抗器,250,1260,350,G.50
M4-130YH,COC3915-080+C1,40221-0160,電抗器,400,1410,500,G.50
M4-100BH,COC3915-120+C1,40221-0170,電抗器,400,1410,500,G.50
KDV-25201,COC3915-200+C1,40221-0180,電感器0250代,200,1210,300,G.50
U-8LYE1T7-S,COC3915-2260+C1,40221-0190,電感器,400,1410,500,G.50
M2-56EC-02,COC3915-2250+C1,40221-0200,電感器,250,1260,350,G.50
M4-150YH,COC3915-2230+C1,40221-0210,電感器,1100,2110,1300,G.50
CU-PX110HA2-00,COC3915-2200+C1,40221-0220,電感器,1100,2110,1300,G.50
U-6LYE2T9,COC3915-2210+C1,40221-0230,電抗器,1200,2210,1450,G.50
U-6LYE2T6,COC3915-2240+C1,40221-0240,電抗器,1300,2310,1550,G.50
KDV-28209R,COC3915-200+C2,40221-0250,電感器 (停供改0330),200,1210,300,G.50
M2-71BH,COC3915-160+C1,40221-0260,電感器,700,1710,850,G.50
M2-52BH,COC3915-140+C2,40221-0270,電感器,600,1610,750,G.50
CW-N40HA2-01,COC3915-210+C1,40221-0280,電感器,400,1270,500,F.40
U-8LYE1T9,COC3915-2290+C2,40221-0290,電抗器 改代用,1000,2010,1200,G.50
CW-P68LHA2-00,COC3915-2280+C1,40221-0300,電抗器,300,1170,400,F.40
CW-R36S2-00,COC3915-2270+C1,40221-0310,電抗器,200,1070,300,F.40
M4-100EH,COC3915-2320+C1,40221-0320,電抗器,300,1310,400,G.50
CU-UJ28BHA2-00,COG0C193J00011,40221-0330,電抗器,150,1160,250,G.50
CW-R68LHA2,COACXA42-00490,40221-0340,電抗器,600,1610,750,G.50
CW-R28LHA2-00,COACXA42-00410,40221-0350,電抗器,450,1460,600,G.50
CU-UX28BHA2-01,COG0C392J00065,40221-0360,電抗器,150,1160,250,G.50
CW-R40CA2,COACXA42-00440,40221-0370,電抗器,470,1480,600,G.50
CS-VX90BA2,COC4091-1240+C1,40240-0010,喇叭,200,930,300,E.30
CW-18PSM2/91,COC4091-030+C1,40246-0040,嗡鳴器 停供,30,900,50,F.40
CW-56JS2,COC4091-050+C1,40246-0050,嗡鳴器(停供),30,900,50,F.40
CS-VX90BA2,COC4091-1250+C1,40255-0010,麥克風,120,850,200,E.30
CS-G63HA2/00,COC4726-010+M1,40300-0010,負離子產生器,90,960,150,F.40
CS-LJ50YA2-00,COC4726-710,40300-0020,負離子產生器,90,960,150,F.40
CS-LJ90A2-00,COC4726-7980,40300-0030,負離子產生器,120,990,200,F.40
S-80S1T6,COD933078,40300-0040,負離子產生器蓋(E-ION COVER),30,900,50,F.40
CS-J63HA2-01,COC4726-8170,40300-0050,負離子產生器,120,990,200,F.40
CS-RX90GA2,COC4726-9331,40300-0060,NANOE-G產生器,120,990,200,F.40
CS-QX71FA2,COC4726-9341,40300-0070,NANOE-G產生器,120,1280,200,H.60
S-90F2T6,COACXH94C00800,40300-0080,NANOE-X產生器,150,1310,250,H.60
CS-VX90BA2,COC4726-9520,40300-0090,NANOE-G產生器,120,990,200,F.40
CW-252CDL2,CO50HC-HD-1-2,40301-0190,送風馬達 停供,1300,2880,1550,K.90
CW-361HD2,CO100HE(HG-1),40301-0330,送風馬達 停供,1200,2780,1450,K.90
CW-22NV1,COC4033-770,40301-0530,送風馬達（內）停供,1100,2680,1300,K.90
CW-253VD2,CO41HP,40301-0570,送風馬達（外） 停供,1000,2580,1200,K.90
CW-2188CML,CO36HN,40301-0760,送風馬達 停供,1000,2580,1200,K.90
CW-181CDL1,CO36LN,40301-0770,送風馬達 停供,1000,2580,1200,K.90
CW-323CD1,CO100LH-2,40301-0820,送風馬達 停供,1000,2580,1200,K.90
CW-323CD2,CO100HJ-2,40301-0840,送風馬達 停供,1200,2780,1450,K.90
